law_id,act_name,violation_type,evidence,gap_amount,gap_percentage,severity,applicable_rule,state_affected,worker_id,industry,education,gender
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13912 vs state minimum ₹20400,6488.0,31.80392156862745,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,416,IT Services,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15434 vs state minimum ₹18000,2566.0,14.255555555555555,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,417,Manufacturing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18654 vs state minimum ₹19500,846.0,4.338461538461538,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,418,Chemicals,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14985 vs state minimum ₹17500,2515.0,14.371428571428572,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Odisha,419,Manufacturing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11423 vs state minimum ₹18000,6577.0,36.538888888888884,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,420,Mining,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11553 vs state minimum ₹21600,10047.0,46.513888888888886,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,421,Leather,10th Pass,Male
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",1047.0,8.30952380952381,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Gujarat,421,Leather,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16649 vs state minimum ₹20400,3751.0,18.387254901960784,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Haryana,422,Manufacturing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8857 vs state minimum ₹21600,12743.0,58.99537037037037,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,423,Construction,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 41.3% of male average,12612.632458966098,58.74638274815385,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Karnataka,423,Construction,Illiterate,Female
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 44.3% of construction average,8124.525546305933,47.843319636693636,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Karnataka,423,Construction,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12212 vs state minimum ₹19500,7288.0,37.37435897435898,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,425,Silk,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹9052 vs state minimum ₹20400,11348.0,55.627450980392155,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,427,Services,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12796 vs state minimum ₹21600,8804.0,40.75925925925926,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,429,Manufacturing,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 59.6% of male average,8673.632458966098,40.39953862993978,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Gujarat,429,Manufacturing,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14416 vs state minimum ₹18000,3584.0,19.91111111111111,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,431,Mining,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 67.1% of male average,7053.632458966098,32.85399725611221,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Tamil Nadu,431,Mining,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13640 vs state minimum ₹20400,6760.0,33.13725490196078,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,432,IT Services,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17353 vs state minimum ₹18500,1147.0,6.2,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Punjab,433,Silk,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹21177 vs state minimum ₹21600,423.0,1.9583333333333335,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,434,Retail,Diploma,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18601 vs state minimum ₹21600,2999.0,13.88425925925926,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,435,IT Services,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8231 vs state minimum ₹19500,11269.0,57.789743589743594,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Telangana,437,Services,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14801 vs state minimum ₹21600,6799.0,31.47685185185185,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,438,Silk,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 68.9% of male average,6668.632458966098,31.060766744430968,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Gujarat,438,Silk,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13472 vs state minimum ₹20400,6928.0,33.96078431372549,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,440,Agriculture,Illiterate,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 65.9% of agricultural average,3892.7149563318744,22.41738471446912,HIGH,State Agricultural Laborers Act (varies by state),Maharashtra,440,Agriculture,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹20352 vs state minimum ₹20400,48.0,0.2352941176470588,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,442,Agriculture,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12091 vs state minimum ₹21600,9509.0,44.02314814814815,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,446,Food Processing,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18140 vs state minimum ₹21600,3460.0,16.01851851851852,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,447,Textiles,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16264 vs state minimum ₹18500,2236.0,12.086486486486486,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Punjab,448,Manufacturing,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14271 vs state minimum ₹20400,6129.0,30.044117647058822,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,453,Manufacturing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12897 vs state minimum ₹18000,5103.0,28.349999999999998,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,454,Machinery,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 60.1% of male average,8572.632458966098,39.92910672947275,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Tamil Nadu,454,Machinery,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8170 vs state minimum ₹21600,13430.0,62.175925925925924,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,455,Agriculture,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 38.1% of male average,13299.632458966098,61.94625121964739,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Gujarat,455,Agriculture,5th Pass,Female
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 40.0% of agricultural average,9194.714956331874,52.95056659124203,HIGH,State Agricultural Laborers Act (varies by state),Gujarat,455,Agriculture,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18703 vs state minimum ₹20400,1697.0,8.318627450980392,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,458,Silk,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18572 vs state minimum ₹19500,928.0,4.758974358974359,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,460,IT Services,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16515 vs state minimum ₹21600,5085.0,23.541666666666668,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,461,Retail,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 76.9% of male average,4954.632458966098,23.077397661257848,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Gujarat,461,Retail,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14564 vs state minimum ₹17800,3236.0,18.179775280898877,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Jharkhand,462,Leather,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 67.8% of male average,6905.632458966098,32.16465150097241,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Jharkhand,462,Leather,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14155 vs state minimum ₹20400,6245.0,30.61274509803922,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,464,Agriculture,10th Pass,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 69.3% of agricultural average,3209.7149563318744,18.484121187151896,HIGH,State Agricultural Laborers Act (varies by state),Maharashtra,464,Agriculture,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹20209 vs state minimum ₹20400,191.0,0.9362745098039216,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,468,Manufacturing,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18230 vs state minimum ₹21600,3370.0,15.601851851851853,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,469,Construction,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12780 vs state minimum ₹20400,7620.0,37.35294117647059,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,471,Food Processing,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10829 vs state minimum ₹20400,9571.0,46.916666666666664,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,472,Retail,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15849 vs state minimum ₹19500,3651.0,18.723076923076924,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,473,IT Services,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 73.8% of male average,5620.632458966098,26.17945355938696,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,473,IT Services,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19154 vs state minimum ₹20400,1246.0,6.1078431372549025,HIGH,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,474,Construction,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 89.2% of male average,2315.632458966098,10.785617608460964,HIGH,"Section 5 of Equal Remuneration Act, 1976",West Bengal,474,Construction,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18737 vs state minimum ₹20400,1663.0,8.151960784313724,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Haryana,475,Construction,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 87.3% of male average,2732.632458966098,12.727895850983245,HIGH,"Section 5 of Equal Remuneration Act, 1976",Haryana,475,Construction,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16133 vs state minimum ₹19500,3367.0,17.266666666666666,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,476,Construction,10th Pass,Male
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 80.8% of construction average,848.525546305933,4.996756881424687,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Rajasthan,476,Construction,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹5520 vs state minimum ₹20400,14880.0,72.94117647058823,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,479,Construction,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 25.7% of male average,15949.632458966098,74.28926642992087,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Haryana,479,Construction,Illiterate,Female
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 27.6% of construction average,11461.525546305933,67.49408652981245,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Haryana,479,Construction,Illiterate,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",780.0,12.380952380952381,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Haryana,479,Construction,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹9130 vs state minimum ₹18000,8870.0,49.27777777777778,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Madhya Pradesh,480,Agriculture,Illiterate,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 44.7% of agricultural average,8234.714956331874,47.4221141955985,HIGH,State Agricultural Laborers Act (varies by state),Madhya Pradesh,480,Agriculture,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14338 vs state minimum ₹19500,5162.0,26.471794871794874,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,481,Chemicals,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14802 vs state minimum ₹20400,5598.0,27.441176470588236,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,483,Retail,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13106 vs state minimum ₹19500,6394.0,32.789743589743594,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,485,Retail,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 61.0% of male average,8363.632458966098,38.95563873741722,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,485,Retail,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13085 vs state minimum ₹20400,7315.0,35.8578431372549,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,486,Textiles,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13486 vs state minimum ₹18000,4514.0,25.077777777777776,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,488,Retail,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 62.8% of male average,7983.632458966098,37.185696933679885,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Tamil Nadu,488,Retail,12th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",2714.0,16.753086419753085,HIGH,"Section 2A-2B of Industrial Disputes Act, 1947",Tamil Nadu,488,Retail,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16178 vs state minimum ₹20400,4222.0,20.69607843137255,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,489,Machinery,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11059 vs state minimum ₹21600,10541.0,48.800925925925924,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,491,Leather,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 51.5% of male average,10410.632458966098,48.490035769654895,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Karnataka,491,Leather,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12601 vs state minimum ₹19500,6899.0,35.37948717948718,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,494,Retail,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18287 vs state minimum ₹19500,1213.0,6.220512820512821,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,495,Mining,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 85.2% of male average,3182.632458966098,14.823879565935346,HIGH,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,495,Mining,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11642 vs state minimum ₹20400,8758.0,42.931372549019606,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,496,Machinery,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 54.2% of male average,9827.632458966098,45.77457242339472,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,496,Machinery,10th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",958.0,7.603174603174604,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Maharashtra,496,Machinery,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12955 vs state minimum ₹21600,8645.0,40.023148148148145,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,497,Retail,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16249 vs state minimum ₹19500,3251.0,16.67179487179487,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Telangana,498,Agriculture,10th Pass,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 79.5% of agricultural average,1115.7149563318744,6.425184399154446,HIGH,State Agricultural Laborers Act (varies by state),Telangana,498,Agriculture,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12190 vs state minimum ₹18500,6310.0,34.10810810810811,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Punjab,500,Food Processing,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15335 vs state minimum ₹21600,6265.0,29.00462962962963,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,501,Machinery,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18005 vs state minimum ₹19500,1495.0,7.666666666666666,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,503,Agriculture,10th Pass,Male
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",3659.0,9.034567901234567,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Rajasthan,504,Small Manufacturing,Post-Graduate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15645 vs state minimum ₹19500,3855.0,19.76923076923077,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,505,Retail,12th Pass,Male
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",555.0,3.425925925925926,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Rajasthan,505,Retail,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16833 vs state minimum ₹20400,3567.0,17.48529411764706,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Haryana,511,Food Processing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹20173 vs state minimum ₹20400,227.0,1.1127450980392157,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,513,Metals,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8615 vs state minimum ₹19500,10885.0,55.820512820512825,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,515,Machinery,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16606 vs state minimum ₹19500,2894.0,14.84102564102564,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,516,Agriculture,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 77.3% of male average,4863.632458966098,22.653543176678646,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,516,Agriculture,10th Pass,Female
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 81.3% of agricultural average,758.7149563318744,4.369291164524508,HIGH,State Agricultural Laborers Act (varies by state),Uttar Pradesh,516,Agriculture,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15835 vs state minimum ₹20400,4565.0,22.377450980392158,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,518,Chemicals,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8478 vs state minimum ₹18500,10022.0,54.17297297297298,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Punjab,520,Small Manufacturing,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 39.5% of male average,12991.632458966098,60.51166681030239,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Punjab,520,Small Manufacturing,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10417 vs state minimum ₹19500,9083.0,46.57948717948718,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,522,IT Services,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19130 vs state minimum ₹20400,1270.0,6.2254901960784315,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,523,Construction,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13791 vs state minimum ₹19500,5709.0,29.27692307692308,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,524,Manufacturing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12206 vs state minimum ₹20400,8194.0,40.166666666666664,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,525,Chemicals,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 56.9% of male average,9263.632458966098,43.14760616732142,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,525,Chemicals,10th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",394.0,3.1269841269841265,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Maharashtra,525,Chemicals,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17402 vs state minimum ₹19500,2098.0,10.758974358974358,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,527,IT Services,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14643 vs state minimum ₹19500,4857.0,24.907692307692308,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,531,Agriculture,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 68.2% of male average,6826.632458966098,31.796689915458593,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,531,Agriculture,Illiterate,Female
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 71.7% of agricultural average,2721.7149563318744,15.67382455269977,HIGH,State Agricultural Laborers Act (varies by state),Uttar Pradesh,531,Agriculture,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16570 vs state minimum ₹19500,2930.0,15.025641025641026,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Telangana,532,IT Services,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12973 vs state minimum ₹19500,6527.0,33.47179487179488,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Telangana,533,Silk,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15707 vs state minimum ₹18000,2293.0,12.738888888888889,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,537,Agriculture,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 73.2% of male average,5762.632458966098,26.84085286499407,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Tamil Nadu,537,Agriculture,10th Pass,Female
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 76.9% of agricultural average,1657.7149563318744,9.546456480861524,HIGH,State Agricultural Laborers Act (varies by state),Tamil Nadu,537,Agriculture,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17419 vs state minimum ₹19500,2081.0,10.671794871794873,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,539,Chemicals,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11429 vs state minimum ₹18000,6571.0,36.50555555555556,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,541,Food Processing,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16718 vs state minimum ₹20400,3682.0,18.049019607843135,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Haryana,543,Agriculture,10th Pass,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 81.8% of agricultural average,646.7149563318744,3.7243050516994294,HIGH,State Agricultural Laborers Act (varies by state),Haryana,543,Agriculture,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13187 vs state minimum ₹20400,7213.0,35.3578431372549,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,546,Food Processing,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13310 vs state minimum ₹20400,7090.0,34.75490196078431,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,547,Small Manufacturing,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹20377 vs state minimum ₹21600,1223.0,5.662037037037037,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,549,Silk,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15674 vs state minimum ₹21600,5926.0,27.435185185185183,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,550,Manufacturing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19851 vs state minimum ₹21600,1749.0,8.097222222222221,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,555,Small Manufacturing,Diploma,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16414 vs state minimum ₹17500,1086.0,6.2057142857142855,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Odisha,556,Silk,10th Pass,Male
