worker_id,state,industry,gender,education_level,experience_years,actual_monthly_wage,min_wage_standard,wage_gap,gap_percentage,is_underpaid,fair_wage_estimate,fair_wage_gap,fair_wage_gap_pct
1510,Chhattisgarh,IT Services,Male,12th Pass,13,22791,22500,-291,-1.29,False,18000,-4791,-26.62
1511,Karnataka,Manufacturing,Male,12th Pass,33,23600,21600,-2000,-9.26,False,18000,-5600,-31.11
1512,Haryana,IT Services,Male,12th Pass,9,24820,20400,-4420,-21.67,False,18000,-6820,-37.89
1513,Maharashtra,Textiles,Female,10th Pass,6,14416,20400,5984,29.33,True,14000,-416,-2.97
1514,Karnataka,Agriculture,Male,Diploma,34,27510,21600,-5910,-27.36,False,22000,-5510,-25.05
1515,Tamil Nadu,Manufacturing,Female,12th Pass,25,20686,18000,-2686,-14.92,False,18000,-2686,-14.92
1516,Uttar Pradesh,Agriculture,Female,Graduate,27,28198,19500,-8698,-44.61,False,32000,3802,11.88
1517,Rajasthan,IT Services,Male,Graduate,15,37039,19500,-17539,-89.94,False,32000,-5039,-15.75
1518,Rajasthan,Chemicals,Male,12th Pass,34,25379,19500,-5879,-30.15,False,18000,-7379,-40.99
1519,Gujarat,Chemicals,Male,5th Pass,13,14298,21600,7302,33.81,True,9000,-5298,-58.87
1520,Tamil Nadu,Services,Male,12th Pass,23,21443,18000,-3443,-19.13,False,18000,-3443,-19.13
1521,Uttar Pradesh,Manufacturing,Male,Illiterate,12,10824,19500,8676,44.49,True,7000,-3824,-54.63
1522,Rajasthan,Retail,Female,12th Pass,7,16406,19500,3094,15.87,True,18000,1594,8.86
1523,Gujarat,Mining,Male,12th Pass,33,30972,21600,-9372,-43.39,False,18000,-12972,-72.07
1524,Tamil Nadu,IT Services,Female,10th Pass,23,20194,18000,-2194,-12.19,False,14000,-6194,-44.24
1525,Gujarat,Leather,Male,12th Pass,5,19003,21600,2597,12.02,True,18000,-1003,-5.57
1526,Gujarat,Agriculture,Male,Diploma,30,33924,21600,-12324,-57.06,False,22000,-11924,-54.2
1527,Rajasthan,Chemicals,Male,Diploma,1,18191,19500,1309,6.71,True,22000,3809,17.31
1528,Madhya Pradesh,Textiles,Male,10th Pass,14,20014,18000,-2014,-11.19,False,14000,-6014,-42.96
1529,Assam,IT Services,Male,Illiterate,5,9150,16800,7650,45.54,True,7000,-2150,-30.71
1530,Karnataka,Chemicals,Male,12th Pass,0,19260,21600,2340,10.83,True,18000,-1260,-7.0
1531,Maharashtra,Construction,Male,10th Pass,0,14341,20400,6059,29.7,True,14000,-341,-2.44
1532,Karnataka,Leather,Female,10th Pass,27,16659,21600,4941,22.88,True,14000,-2659,-18.99
1533,West Bengal,Retail,Male,Illiterate,4,9327,20400,11073,54.28,True,7000,-2327,-33.24
1534,Uttar Pradesh,Manufacturing,Female,10th Pass,3,13360,19500,6140,31.49,True,14000,640,4.57
1535,Tamil Nadu,Construction,Female,12th Pass,22,17502,18000,498,2.77,True,18000,498,2.77
1536,Uttar Pradesh,Food Processing,Male,10th Pass,20,18643,19500,857,4.39,True,14000,-4643,-33.16
1537,Maharashtra,Small Manufacturing,Female,Graduate,21,36207,20400,-15807,-77.49,False,32000,-4207,-13.15
1538,Karnataka,Chemicals,Male,12th Pass,26,27133,21600,-5533,-25.62,False,18000,-9133,-50.74
1539,Haryana,Construction,Male,12th Pass,12,25823,20400,-5423,-26.58,False,18000,-7823,-43.46
1540,Karnataka,IT Services,Male,5th Pass,6,10685,21600,10915,50.53,True,9000,-1685,-18.72
1541,Uttar Pradesh,Retail,Female,10th Pass,4,10539,19500,8961,45.95,True,14000,3461,24.72
1542,Chhattisgarh,IT Services,Female,10th Pass,16,17205,22500,5295,23.53,True,14000,-3205,-22.89
1543,Maharashtra,Small Manufacturing,Male,5th Pass,5,10947,20400,9453,46.34,True,9000,-1947,-21.63
1544,Tamil Nadu,Agriculture,Male,10th Pass,1,14225,18000,3775,20.97,True,14000,-225,-1.61
1545,Madhya Pradesh,Metals,Female,12th Pass,28,19440,18000,-1440,-8.0,False,18000,-1440,-8.0
1546,Haryana,Construction,Female,12th Pass,28,25315,20400,-4915,-24.09,False,18000,-7315,-40.64
1547,Odisha,IT Services,Male,12th Pass,18,22514,17500,-5014,-28.65,False,18000,-4514,-25.08
1548,Haryana,Agriculture,Male,Diploma,21,33915,20400,-13515,-66.25,False,22000,-11915,-54.16
1549,West Bengal,Machinery,Female,Graduate,0,22070,20400,-1670,-8.19,False,32000,9930,31.03
1550,Telangana,Leather,Female,10th Pass,26,17946,19500,1554,7.97,True,14000,-3946,-28.19
1551,Maharashtra,Food Processing,Male,12th Pass,32,24638,20400,-4238,-20.77,False,18000,-6638,-36.88
1552,Assam,Leather,Male,12th Pass,16,26144,16800,-9344,-55.62,False,18000,-8144,-45.24
1553,Gujarat,Small Manufacturing,Male,12th Pass,9,17236,21600,4364,20.2,True,18000,764,4.24
1554,Uttar Pradesh,Machinery,Female,12th Pass,5,18267,19500,1233,6.32,True,18000,-267,-1.48
1555,Uttar Pradesh,Mining,Male,12th Pass,7,19078,19500,422,2.16,True,18000,-1078,-5.99
1556,Punjab,Textiles,Female,10th Pass,28,17218,18500,1282,6.93,True,14000,-3218,-22.99
1557,Tamil Nadu,Textiles,Male,10th Pass,31,25128,18000,-7128,-39.6,False,14000,-11128,-79.49
1558,Gujarat,Metals,Male,12th Pass,29,25026,21600,-3426,-15.86,False,18000,-7026,-39.03
1559,Maharashtra,IT Services,Female,5th Pass,15,9196,20400,11204,54.92,True,9000,-196,-2.18
1560,Haryana,Construction,Female,12th Pass,18,20515,20400,-115,-0.56,False,18000,-2515,-13.97
1561,Maharashtra,Metals,Male,5th Pass,12,10868,20400,9532,46.73,True,9000,-1868,-20.76
1562,Uttar Pradesh,Chemicals,Male,12th Pass,9,19605,19500,-105,-0.54,False,18000,-1605,-8.92
1563,Maharashtra,Small Manufacturing,Male,10th Pass,14,18070,20400,2330,11.42,True,14000,-4070,-29.07
1564,West Bengal,IT Services,Male,10th Pass,32,21389,20400,-989,-4.85,False,14000,-7389,-52.78
1565,Karnataka,Retail,Male,12th Pass,7,17170,21600,4430,20.51,True,18000,830,4.61
1566,Uttar Pradesh,Textiles,Male,5th Pass,5,12053,19500,7447,38.19,True,9000,-3053,-33.92
1567,Uttar Pradesh,Small Manufacturing,Male,12th Pass,8,17090,19500,2410,12.36,True,18000,910,5.06
1568,Karnataka,Manufacturing,Female,12th Pass,23,23652,21600,-2052,-9.5,False,18000,-5652,-31.4
1569,Gujarat,Small Manufacturing,Male,Diploma,4,26120,21600,-4520,-20.93,False,22000,-4120,-18.73
1570,Uttar Pradesh,Manufacturing,Male,12th Pass,15,26628,19500,-7128,-36.55,False,18000,-8628,-47.93
1571,Maharashtra,IT Services,Male,10th Pass,34,21777,20400,-1377,-6.75,False,14000,-7777,-55.55
1572,Maharashtra,IT Services,Female,5th Pass,1,8186,20400,12214,59.87,True,9000,814,9.04
1573,Rajasthan,Chemicals,Male,Diploma,28,30742,19500,-11242,-57.65,False,22000,-8742,-39.74
1574,Tamil Nadu,Manufacturing,Female,Diploma,20,25073,18000,-7073,-39.29,False,22000,-3073,-13.97
1575,Rajasthan,Manufacturing,Female,12th Pass,22,16780,19500,2720,13.95,True,18000,1220,6.78
1576,Madhya Pradesh,Chemicals,Male,12th Pass,29,23597,18000,-5597,-31.09,False,18000,-5597,-31.09
1577,Uttar Pradesh,Agriculture,Male,12th Pass,14,20800,19500,-1300,-6.67,False,18000,-2800,-15.56
1578,Uttar Pradesh,Mining,Male,12th Pass,27,25822,19500,-6322,-32.42,False,18000,-7822,-43.46
1579,Karnataka,Retail,Male,5th Pass,26,14870,21600,6730,31.16,True,9000,-5870,-65.22
1580,Chhattisgarh,Retail,Male,Graduate,25,46063,22500,-23563,-104.72,False,32000,-14063,-43.95
1581,Uttar Pradesh,Food Processing,Female,10th Pass,21,17178,19500,2322,11.91,True,14000,-3178,-22.7
1582,Uttar Pradesh,Small Manufacturing,Male,12th Pass,3,17978,19500,1522,7.81,True,18000,22,0.12
1583,Haryana,Textiles,Female,Illiterate,6,7181,20400,13219,64.8,True,7000,-181,-2.59
1584,Chhattisgarh,Retail,Male,10th Pass,3,15627,22500,6873,30.55,True,14000,-1627,-11.62
1585,Uttar Pradesh,Manufacturing,Male,12th Pass,12,25392,19500,-5892,-30.22,False,18000,-7392,-41.07
1586,Uttar Pradesh,Manufacturing,Female,10th Pass,6,11439,19500,8061,41.34,True,14000,2561,18.29
1587,Maharashtra,IT Services,Male,12th Pass,0,15064,20400,5336,26.16,True,18000,2936,16.31
1588,Tamil Nadu,Construction,Female,Illiterate,29,12127,18000,5873,32.63,True,7000,-5127,-73.24
1589,Gujarat,Food Processing,Female,12th Pass,23,25266,21600,-3666,-16.97,False,18000,-7266,-40.37
1590,Tamil Nadu,Textiles,Male,12th Pass,24,29954,18000,-11954,-66.41,False,18000,-11954,-66.41
1591,West Bengal,Silk,Male,Graduate,34,43567,20400,-23167,-113.56,False,32000,-11567,-36.15
1592,Gujarat,Agriculture,Male,12th Pass,7,21081,21600,519,2.4,True,18000,-3081,-17.12
1593,Tamil Nadu,Services,Male,10th Pass,34,25897,18000,-7897,-43.87,False,14000,-11897,-84.98
1594,Uttar Pradesh,Silk,Female,12th Pass,28,18762,19500,738,3.78,True,18000,-762,-4.23
1595,Haryana,Mining,Male,Illiterate,5,8574,20400,11826,57.97,True,7000,-1574,-22.49
1596,Uttar Pradesh,Construction,Male,10th Pass,19,21721,19500,-2221,-11.39,False,14000,-7721,-55.15
1597,Karnataka,Agriculture,Male,12th Pass,0,19483,21600,2117,9.8,True,18000,-1483,-8.24
1598,Maharashtra,Mining,Female,10th Pass,16,16764,20400,3636,17.82,True,14000,-2764,-19.74
1599,West Bengal,Manufacturing,Male,12th Pass,20,25228,20400,-4828,-23.67,False,18000,-7228,-40.16
1600,Jharkhand,Small Manufacturing,Male,10th Pass,7,14769,17800,3031,17.03,True,14000,-769,-5.49
1601,Tamil Nadu,Construction,Female,Illiterate,23,10378,18000,7622,42.34,True,7000,-3378,-48.26
1602,Gujarat,Food Processing,Male,10th Pass,10,19280,21600,2320,10.74,True,14000,-5280,-37.71
1603,Uttar Pradesh,Construction,Male,Illiterate,7,8017,19500,11483,58.89,True,7000,-1017,-14.53
1604,Karnataka,Food Processing,Male,5th Pass,15,11940,21600,9660,44.72,True,9000,-2940,-32.67
1605,Telangana,Construction,Female,Illiterate,30,13836,19500,5664,29.05,True,7000,-6836,-97.66
1606,Haryana,Mining,Male,10th Pass,6,14672,20400,5728,28.08,True,14000,-672,-4.8
1607,Gujarat,Construction,Male,10th Pass,0,13904,21600,7696,35.63,True,14000,96,0.69
1608,West Bengal,Leather,Male,10th Pass,5,13330,20400,7070,34.66,True,14000,670,4.79
1609,Karnataka,Chemicals,Female,Graduate,13,31516,21600,-9916,-45.91,False,32000,484,1.51
1610,Tamil Nadu,Leather,Female,Diploma,4,16324,18000,1676,9.31,True,22000,5676,25.8
1611,Uttar Pradesh,Retail,Male,Post-Graduate,24,46057,19500,-26557,-136.19,False,45000,-1057,-2.35
1612,Uttar Pradesh,Services,Male,Graduate,30,34450,19500,-14950,-76.67,False,32000,-2450,-7.66
1613,Assam,Agriculture,Male,Graduate,32,34385,16800,-17585,-104.67,False,32000,-2385,-7.45
1614,West Bengal,Small Manufacturing,Male,Graduate,19,35095,20400,-14695,-72.03,False,32000,-3095,-9.67
1615,Tamil Nadu,Small Manufacturing,Female,12th Pass,2,17003,18000,997,5.54,True,18000,997,5.54
1616,Maharashtra,Metals,Female,10th Pass,30,19394,20400,1006,4.93,True,14000,-5394,-38.53
1617,Karnataka,Leather,Male,10th Pass,21,18712,21600,2888,13.37,True,14000,-4712,-33.66
1618,Gujarat,Leather,Male,Diploma,26,25672,21600,-4072,-18.85,False,22000,-3672,-16.69
1619,Assam,Construction,Male,10th Pass,9,14269,16800,2531,15.07,True,14000,-269,-1.92
1620,Tamil Nadu,Food Processing,Male,12th Pass,21,26959,18000,-8959,-49.77,False,18000,-8959,-49.77
1621,Tamil Nadu,Small Manufacturing,Female,12th Pass,17,18097,18000,-97,-0.54,False,18000,-97,-0.54
1622,Uttar Pradesh,Leather,Male,Graduate,19,45085,19500,-25585,-131.21,False,32000,-13085,-40.89
1623,Karnataka,Construction,Male,Illiterate,31,18664,21600,2936,13.59,True,7000,-11664,-166.63
1624,Tamil Nadu,Construction,Female,10th Pass,26,16616,18000,1384,7.69,True,14000,-2616,-18.69
1625,Maharashtra,Construction,Male,12th Pass,5,20084,20400,316,1.55,True,18000,-2084,-11.58
1626,Gujarat,Small Manufacturing,Female,10th Pass,31,17917,21600,3683,17.05,True,14000,-3917,-27.98
1627,Haryana,Small Manufacturing,Female,12th Pass,1,13129,20400,7271,35.64,True,18000,4871,27.06
1628,West Bengal,Food Processing,Male,12th Pass,22,24493,20400,-4093,-20.06,False,18000,-6493,-36.07
1629,Maharashtra,Machinery,Female,Diploma,31,31367,20400,-10967,-53.76,False,22000,-9367,-42.58
1630,Punjab,Manufacturing,Male,12th Pass,1,21270,18500,-2770,-14.97,False,18000,-3270,-18.17
1631,Uttar Pradesh,Food Processing,Female,10th Pass,3,13269,19500,6231,31.95,True,14000,731,5.22
1632,Karnataka,Agriculture,Male,10th Pass,2,15005,21600,6595,30.53,True,14000,-1005,-7.18
1633,Rajasthan,Small Manufacturing,Male,10th Pass,2,15059,19500,4441,22.77,True,14000,-1059,-7.56
1634,Maharashtra,Agriculture,Female,Diploma,24,23483,20400,-3083,-15.11,False,22000,-1483,-6.74
1635,Gujarat,Mining,Male,Illiterate,28,15683,21600,5917,27.39,True,7000,-8683,-124.04
1636,Haryana,Leather,Female,5th Pass,2,7438,20400,12962,63.54,True,9000,1562,17.36
1637,Uttar Pradesh,Chemicals,Male,12th Pass,32,22128,19500,-2628,-13.48,False,18000,-4128,-22.93
1638,Madhya Pradesh,Agriculture,Male,Diploma,9,28110,18000,-10110,-56.17,False,22000,-6110,-27.77
1639,Punjab,Retail,Male,12th Pass,33,33453,18500,-14953,-80.83,False,18000,-15453,-85.85
1640,Odisha,Retail,Male,12th Pass,14,23717,17500,-6217,-35.53,False,18000,-5717,-31.76
1641,Uttar Pradesh,Manufacturing,Male,12th Pass,26,21521,19500,-2021,-10.36,False,18000,-3521,-19.56
1642,Maharashtra,Leather,Male,Illiterate,31,19342,20400,1058,5.19,True,7000,-12342,-176.31
1643,Tamil Nadu,Construction,Male,5th Pass,13,12612,18000,5388,29.93,True,9000,-3612,-40.13
1644,Telangana,Manufacturing,Female,10th Pass,13,12862,19500,6638,34.04,True,14000,1138,8.13
1645,Karnataka,Manufacturing,Female,Diploma,16,22672,21600,-1072,-4.96,False,22000,-672,-3.05
1646,Uttar Pradesh,Retail,Male,5th Pass,0,8724,19500,10776,55.26,True,9000,276,3.07
1647,Gujarat,Manufacturing,Female,10th Pass,24,21166,21600,434,2.01,True,14000,-7166,-51.19
1648,Maharashtra,Textiles,Male,12th Pass,9,24822,20400,-4422,-21.68,False,18000,-6822,-37.9
1649,Uttar Pradesh,Services,Male,10th Pass,31,24982,19500,-5482,-28.11,False,14000,-10982,-78.44
1650,Maharashtra,Manufacturing,Male,10th Pass,11,16244,20400,4156,20.37,True,14000,-2244,-16.03
1651,Gujarat,Textiles,Male,5th Pass,1,9841,21600,11759,54.44,True,9000,-841,-9.34
1652,Karnataka,Small Manufacturing,Male,Illiterate,10,9503,21600,12097,56.0,True,7000,-2503,-35.76
1653,Karnataka,Manufacturing,Female,Post-Graduate,7,35769,21600,-14169,-65.6,False,45000,9231,20.51
1654,Maharashtra,Agriculture,Female,12th Pass,0,13140,20400,7260,35.59,True,18000,4860,27.0
1655,Madhya Pradesh,Services,Male,10th Pass,34,23198,18000,-5198,-28.88,False,14000,-9198,-65.7
1656,Tamil Nadu,Manufacturing,Male,10th Pass,24,24836,18000,-6836,-37.98,False,14000,-10836,-77.4
1657,Chhattisgarh,Retail,Male,5th Pass,7,10155,22500,12345,54.87,True,9000,-1155,-12.83
1658,Uttar Pradesh,Food Processing,Female,12th Pass,28,26523,19500,-7023,-36.02,False,18000,-8523,-47.35
1659,Madhya Pradesh,Textiles,Female,10th Pass,23,16807,18000,1193,6.63,True,14000,-2807,-20.05
1660,Karnataka,Agriculture,Male,10th Pass,21,23764,21600,-2164,-10.02,False,14000,-9764,-69.74
1661,Uttar Pradesh,Food Processing,Male,5th Pass,2,11049,19500,8451,43.34,True,9000,-2049,-22.77
1662,Uttar Pradesh,Construction,Male,12th Pass,20,25717,19500,-6217,-31.88,False,18000,-7717,-42.87
1663,Maharashtra,Construction,Female,5th Pass,33,14385,20400,6015,29.49,True,9000,-5385,-59.83
1664,Rajasthan,Manufacturing,Male,5th Pass,8,13443,19500,6057,31.06,True,9000,-4443,-49.37
1665,Uttar Pradesh,Small Manufacturing,Female,12th Pass,17,22763,19500,-3263,-16.73,False,18000,-4763,-26.46
1666,West Bengal,Silk,Male,12th Pass,27,22759,20400,-2359,-11.56,False,18000,-4759,-26.44
1667,Gujarat,Leather,Female,12th Pass,6,14817,21600,6783,31.4,True,18000,3183,17.68
1668,Maharashtra,Agriculture,Male,Diploma,9,24313,20400,-3913,-19.18,False,22000,-2313,-10.51
1669,Odisha,Manufacturing,Male,Diploma,13,23053,17500,-5553,-31.73,False,22000,-1053,-4.79
1670,West Bengal,Machinery,Female,5th Pass,33,14128,20400,6272,30.75,True,9000,-5128,-56.98
1671,Maharashtra,Construction,Female,Illiterate,0,4842,20400,15558,76.26,True,7000,2158,30.83
1672,Uttar Pradesh,Mining,Male,10th Pass,27,23551,19500,-4051,-20.77,False,14000,-9551,-68.22
1673,Haryana,Metals,Female,Diploma,11,22512,20400,-2112,-10.35,False,22000,-512,-2.33
1674,Maharashtra,Small Manufacturing,Female,12th Pass,2,13140,20400,7260,35.59,True,18000,4860,27.0
1675,Haryana,Food Processing,Female,12th Pass,0,13624,20400,6776,33.22,True,18000,4376,24.31
1676,Jharkhand,IT Services,Female,10th Pass,10,14100,17800,3700,20.79,True,14000,-100,-0.71
1677,Madhya Pradesh,Agriculture,Female,5th Pass,22,12009,18000,5991,33.28,True,9000,-3009,-33.43
1678,Gujarat,Leather,Female,Illiterate,9,7687,21600,13913,64.41,True,7000,-687,-9.81
1679,Rajasthan,Agriculture,Male,10th Pass,30,21050,19500,-1550,-7.95,False,14000,-7050,-50.36
1680,Maharashtra,Agriculture,Male,12th Pass,31,25243,20400,-4843,-23.74,False,18000,-7243,-40.24
1681,Karnataka,Textiles,Male,10th Pass,20,17864,21600,3736,17.3,True,14000,-3864,-27.6
1682,Maharashtra,Leather,Female,Illiterate,31,11566,20400,8834,43.3,True,7000,-4566,-65.23
1683,Karnataka,Agriculture,Male,Illiterate,2,6709,21600,14891,68.94,True,7000,291,4.16
1684,Rajasthan,Machinery,Female,10th Pass,8,12437,19500,7063,36.22,True,14000,1563,11.16
1685,Uttar Pradesh,Construction,Male,10th Pass,3,15949,19500,3551,18.21,True,14000,-1949,-13.92
1686,Uttar Pradesh,Construction,Female,12th Pass,7,15489,19500,4011,20.57,True,18000,2511,13.95
1687,Uttar Pradesh,Retail,Male,5th Pass,20,17350,19500,2150,11.03,True,9000,-8350,-92.78
1688,Uttar Pradesh,Agriculture,Male,Illiterate,15,12972,19500,6528,33.48,True,7000,-5972,-85.31
1689,Uttar Pradesh,Agriculture,Male,12th Pass,31,27261,19500,-7761,-39.8,False,18000,-9261,-51.45
1690,Haryana,Construction,Male,12th Pass,30,24613,20400,-4213,-20.65,False,18000,-6613,-36.74
1691,Maharashtra,IT Services,Female,5th Pass,28,12132,20400,8268,40.53,True,9000,-3132,-34.8
1692,Maharashtra,Construction,Male,Diploma,8,23284,20400,-2884,-14.14,False,22000,-1284,-5.84
1693,Madhya Pradesh,Agriculture,Male,10th Pass,3,15618,18000,2382,13.23,True,14000,-1618,-11.56
1694,Karnataka,Textiles,Male,12th Pass,26,21236,21600,364,1.69,True,18000,-3236,-17.98
1695,Uttar Pradesh,Small Manufacturing,Male,12th Pass,1,17169,19500,2331,11.95,True,18000,831,4.62
1696,Karnataka,IT Services,Male,Illiterate,24,14193,21600,7407,34.29,True,7000,-7193,-102.76
1697,Maharashtra,Food Processing,Male,Diploma,2,18711,20400,1689,8.28,True,22000,3289,14.95
1698,Uttar Pradesh,Machinery,Female,Illiterate,4,5704,19500,13796,70.75,True,7000,1296,18.51
1699,West Bengal,Retail,Female,Diploma,10,24493,20400,-4093,-20.06,False,22000,-2493,-11.33
1700,Uttar Pradesh,Agriculture,Female,Illiterate,16,11707,19500,7793,39.96,True,7000,-4707,-67.24
1701,West Bengal,Construction,Male,10th Pass,25,17945,20400,2455,12.03,True,14000,-3945,-28.18
1702,Uttar Pradesh,Manufacturing,Female,10th Pass,21,14007,19500,5493,28.17,True,14000,-7,-0.05
1703,Madhya Pradesh,Leather,Male,10th Pass,12,15163,18000,2837,15.76,True,14000,-1163,-8.31
1704,Madhya Pradesh,IT Services,Female,Illiterate,19,12602,18000,5398,29.99,True,7000,-5602,-80.03
1705,Gujarat,Machinery,Male,12th Pass,21,24797,21600,-3197,-14.8,False,18000,-6797,-37.76
1706,Punjab,Textiles,Female,Illiterate,32,15892,18500,2608,14.1,True,7000,-8892,-127.03
1707,Telangana,Textiles,Male,Diploma,28,34997,19500,-15497,-79.47,False,22000,-12997,-59.08
1708,Karnataka,Manufacturing,Male,12th Pass,7,19959,21600,1641,7.6,True,18000,-1959,-10.88
1709,Tamil Nadu,Construction,Female,12th Pass,29,20105,18000,-2105,-11.69,False,18000,-2105,-11.69
1710,Maharashtra,Manufacturing,Male,12th Pass,20,23609,20400,-3209,-15.73,False,18000,-5609,-31.16
1711,Maharashtra,Services,Female,Graduate,5,29247,20400,-8847,-43.37,False,32000,2753,8.6
1712,Gujarat,Services,Male,10th Pass,19,18148,21600,3452,15.98,True,14000,-4148,-29.63
1713,Maharashtra,Manufacturing,Male,12th Pass,28,26501,20400,-6101,-29.91,False,18000,-8501,-47.23
1714,Punjab,Small Manufacturing,Male,Diploma,25,28340,18500,-9840,-53.19,False,22000,-6340,-28.82
1715,Uttar Pradesh,Agriculture,Female,12th Pass,3,17389,19500,2111,10.83,True,18000,611,3.39
1716,Uttar Pradesh,Services,Male,12th Pass,21,23480,19500,-3980,-20.41,False,18000,-5480,-30.44
1717,Rajasthan,Small Manufacturing,Male,12th Pass,32,22333,19500,-2833,-14.53,False,18000,-4333,-24.07
1718,Maharashtra,Small Manufacturing,Male,12th Pass,30,26251,20400,-5851,-28.68,False,18000,-8251,-45.84
1719,Maharashtra,Manufacturing,Male,10th Pass,31,19261,20400,1139,5.58,True,14000,-5261,-37.58
1720,Rajasthan,Textiles,Male,12th Pass,18,27936,19500,-8436,-43.26,False,18000,-9936,-55.2
1721,Haryana,Small Manufacturing,Female,5th Pass,34,13905,20400,6495,31.84,True,9000,-4905,-54.5
1722,Karnataka,Services,Male,Illiterate,8,10801,21600,10799,50.0,True,7000,-3801,-54.3
1723,West Bengal,Manufacturing,Female,12th Pass,0,16363,20400,4037,19.79,True,18000,1637,9.09
1724,Tamil Nadu,Construction,Female,12th Pass,7,18426,18000,-426,-2.37,False,18000,-426,-2.37
1725,Assam,Textiles,Female,Illiterate,33,13928,16800,2872,17.1,True,7000,-6928,-98.97
1726,Uttar Pradesh,Textiles,Male,Diploma,2,19280,19500,220,1.13,True,22000,2720,12.36
1727,Uttar Pradesh,Silk,Male,Illiterate,30,16991,19500,2509,12.87,True,7000,-9991,-142.73
1728,Uttar Pradesh,Agriculture,Female,10th Pass,27,18582,19500,918,4.71,True,14000,-4582,-32.73
1729,Gujarat,Food Processing,Male,Diploma,18,27103,21600,-5503,-25.48,False,22000,-5103,-23.2
1730,Tamil Nadu,Small Manufacturing,Male,10th Pass,13,20913,18000,-2913,-16.18,False,14000,-6913,-49.38
1731,Tamil Nadu,Textiles,Male,12th Pass,2,15268,18000,2732,15.18,True,18000,2732,15.18
1732,Tamil Nadu,Manufacturing,Male,Diploma,1,26180,18000,-8180,-45.44,False,22000,-4180,-19.0
1733,Uttar Pradesh,Textiles,Male,12th Pass,15,26069,19500,-6569,-33.69,False,18000,-8069,-44.83
1734,Maharashtra,Retail,Male,Diploma,1,19434,20400,966,4.74,True,22000,2566,11.66
1735,Haryana,Textiles,Male,12th Pass,2,16297,20400,4103,20.11,True,18000,1703,9.46
1736,Karnataka,Construction,Male,12th Pass,27,23849,21600,-2249,-10.41,False,18000,-5849,-32.49
1737,Gujarat,Leather,Female,Illiterate,12,9634,21600,11966,55.4,True,7000,-2634,-37.63
1738,Tamil Nadu,Machinery,Female,Diploma,8,24636,18000,-6636,-36.87,False,22000,-2636,-11.98
1739,West Bengal,Food Processing,Male,10th Pass,28,23869,20400,-3469,-17.0,False,14000,-9869,-70.49
1740,Maharashtra,Construction,Male,10th Pass,34,21296,20400,-896,-4.39,False,14000,-7296,-52.11
1741,Karnataka,IT Services,Male,5th Pass,16,16219,21600,5381,24.91,True,9000,-7219,-80.21
1742,Gujarat,Manufacturing,Male,5th Pass,7,12890,21600,8710,40.32,True,9000,-3890,-43.22
1743,Rajasthan,Construction,Female,5th Pass,19,12938,19500,6562,33.65,True,9000,-3938,-43.76
1744,Maharashtra,Leather,Female,10th Pass,3,12365,20400,8035,39.39,True,14000,1635,11.68
1745,Tamil Nadu,Construction,Male,12th Pass,8,23735,18000,-5735,-31.86,False,18000,-5735,-31.86
1746,Uttar Pradesh,Leather,Male,Illiterate,13,10232,19500,9268,47.53,True,7000,-3232,-46.17
1747,Haryana,Food Processing,Female,Illiterate,15,8273,20400,12127,59.45,True,7000,-1273,-18.19
1748,Telangana,Chemicals,Female,Illiterate,26,12338,19500,7162,36.73,True,7000,-5338,-76.26
1749,Uttar Pradesh,Agriculture,Male,12th Pass,27,23914,19500,-4414,-22.64,False,18000,-5914,-32.86
1750,Maharashtra,Services,Male,12th Pass,3,20413,20400,-13,-0.06,False,18000,-2413,-13.41
1751,Punjab,Agriculture,Male,10th Pass,1,14585,18500,3915,21.16,True,14000,-585,-4.18
1752,Tamil Nadu,Textiles,Male,12th Pass,24,26386,18000,-8386,-46.59,False,18000,-8386,-46.59
1753,Karnataka,IT Services,Female,10th Pass,2,14830,21600,6770,31.34,True,14000,-830,-5.93
1754,Uttar Pradesh,Mining,Female,12th Pass,31,27615,19500,-8115,-41.62,False,18000,-9615,-53.42
1755,Jharkhand,IT Services,Female,10th Pass,16,18357,17800,-557,-3.13,False,14000,-4357,-31.12
1756,Karnataka,Leather,Female,10th Pass,27,17971,21600,3629,16.8,True,14000,-3971,-28.36
1757,Tamil Nadu,Manufacturing,Male,Illiterate,26,15108,18000,2892,16.07,True,7000,-8108,-115.83
1758,Maharashtra,Machinery,Male,10th Pass,1,16190,20400,4210,20.64,True,14000,-2190,-15.64
1759,Haryana,Textiles,Male,Diploma,0,22861,20400,-2461,-12.06,False,22000,-861,-3.91
1760,Odisha,Manufacturing,Male,Illiterate,34,14253,17500,3247,18.55,True,7000,-7253,-103.61
1761,Jharkhand,Machinery,Male,5th Pass,4,8368,17800,9432,52.99,True,9000,632,7.02
1762,Punjab,Construction,Male,10th Pass,18,18418,18500,82,0.44,True,14000,-4418,-31.56
1763,West Bengal,Metals,Male,Diploma,22,23821,20400,-3421,-16.77,False,22000,-1821,-8.28
1764,Gujarat,Textiles,Male,12th Pass,9,21243,21600,357,1.65,True,18000,-3243,-18.02
1765,Karnataka,IT Services,Male,Diploma,5,20014,21600,1586,7.34,True,22000,1986,9.03
1766,Maharashtra,Metals,Female,Diploma,14,19635,20400,765,3.75,True,22000,2365,10.75
1767,Maharashtra,Agriculture,Male,Graduate,2,26509,20400,-6109,-29.95,False,32000,5491,17.16
