Worker_ID,Industry,Skill_Level,Education_Level,Experience_Years,Employment_Type,Contract_Type,Working_Hours_Per_Day,Overtime_Hours,Productivity_Score,Region_Type,State,Cost_of_Living_Index,Minimum_Wage_Legal,Law_Revision_Year,Enforcement_Level,Actual_Wage,Written_Contract,Fair_Wage_AI,Wage_Gap,Gap_Severity,Likely_Law_Gap
52393,Handloom Silk,,ITI,16.0,Contract,Daily,11.0,3.0,,Rural,Maharashtra,1.25,574.0,2015.0,Strong,631.0,No,,,,
52394,Leather,Skilled,Secondary,13.0,Contract,Daily,8.0,0.0,68.0,Urban,Karnataka,1.1,303.0,2020.0,Medium,459.0,No,680.0,221.0,Severe,Contractor loophole
52395,Construction,Semi-skilled,ITI,16.0,Permanent,Verbal,12.0,4.0,56.0,Rural,Madhya Pradesh,0.88,427.0,2010.0,Medium,582.0,No,637.0,55.0,Serious,Skill premium ignored
52396,Textile (Powerloom),Semi-skilled,Secondary,9.0,Permanent,Written,9.0,1.0,80.0,Urban,West Bengal,1.05,579.0,2020.0,Weak,736.0,Yes,896.0,160.0,Severe,Outdated minimum wage
52397,Silk,Semi-skilled,ITI,1.0,Contract,Written,9.0,1.0,58.0,Urban,Maharashtra,1.25,409.0,2016.0,Medium,554.0,Yes,700.0,146.0,Severe,Outdated minimum wage
52398,Handloom Silk,Skilled,,5.0,Contract,Contractor,8.0,0.0,81.0,Rural,Assam,0.78,569.0,2019.0,Weak,577.0,,648.0,71.0,Serious,Skill premium ignored
52399,Handloom Silk,Unskilled,Secondary,4.0,Contract,Written,11.0,3.0,71.0,Rural,Bihar,0.82,,,,419.0,Yes,,,,
52400,MSME Engineering,Semi-skilled,Secondary,12.0,Permanent,Contractor,11.0,3.0,54.0,Rural,Maharashtra,1.25,447.0,2016.0,Weak,818.0,,875.0,57.0,Serious,Skill premium ignored
52401,Leather Tannery,Semi-skilled,Diploma,1.0,Permanent,Verbal,,,85.0,Urban,Tamil Nadu,1.15,351.0,2010.0,Strong,527.0,No,639.0,112.0,Serious,Skill premium ignored
52402,MSME Manufacturing,Semi-skilled,Secondary,16.0,Contract,Contractor,11.0,3.0,48.0,Rural,Gujarat,1.12,419.0,2015.0,Strong,700.0,,784.0,84.0,Serious,Skill premium ignored
52403,MSME Manufacturing,,Primary,13.0,Contract,Daily,10.0,2.0,,Urban,Maharashtra,1.25,409.0,2010.0,Weak,541.0,No,,,,
52404,Construction,Skilled,Diploma,18.0,Permanent,Verbal,,,86.0,Urban,West Bengal,1.05,444.0,2012.0,Weak,771.0,No,888.0,117.0,Serious,Skill premium ignored
52405,MSME Engineering,Unskilled,Secondary,3.0,Permanent,Contractor,8.0,0.0,82.0,Rural,Gujarat,1.12,394.0,2016.0,Weak,599.0,,658.0,59.0,Serious,Skill premium ignored
52406,Textile (Powerloom),Skilled,Primary,18.0,Contract,Daily,11.0,3.0,64.0,Rural,Uttar Pradesh,0.85,,,,467.0,No,,,,
52407,Textile (Powerloom),Skilled,Secondary,20.0,Contract,Daily,10.0,2.0,80.0,Rural,Assam,0.78,,,,320.0,No,,,,
52408,MSME Engineering,Skilled,ITI,8.0,Permanent,Contractor,9.0,1.0,83.0,Rural,Assam,0.78,414.0,2019.0,Weak,511.0,,553.0,42.0,Mild,Acceptable compliance
52409,Leather,Semi-skilled,None,,Permanent,Verbal,9.0,1.0,79.0,Urban,Karnataka,1.1,581.0,2015.0,Medium,578.0,No,,,,
52410,MSME Engineering,Unskilled,ITI,12.0,Permanent,Contractor,8.0,0.0,58.0,Rural,Maharashtra,1.25,,,,412.0,,,,,
52411,Textile (Powerloom),Unskilled,None,3.0,Contract,Contractor,9.0,1.0,71.0,Rural,Assam,0.78,530.0,2019.0,Weak,372.0,,547.0,175.0,Severe,Outdated minimum wage
52412,Textile (Powerloom),,,3.0,Contract,Contractor,9.0,1.0,,Rural,Tamil Nadu,1.15,577.0,2018.0,Weak,527.0,,,,,
52413,Leather,Skilled,None,10.0,Permanent,Contractor,9.0,1.0,90.0,Rural,Gujarat,1.12,,,,478.0,,,,,
52414,Leather Tannery,Skilled,Secondary,2.0,Contract,Written,8.0,0.0,58.0,Urban,Karnataka,1.1,488.0,2012.0,Medium,647.0,Yes,741.0,94.0,Serious,Skill premium ignored
52415,Textile (Powerloom),Semi-skilled,Secondary,8.0,Permanent,Verbal,11.0,3.0,85.0,Urban,Telangana,1.08,516.0,2020.0,Strong,797.0,No,854.0,57.0,Serious,Skill premium ignored
52416,Handloom Silk,,Secondary,18.0,Contract,Contractor,10.0,2.0,,Rural,Karnataka,1.1,,,,379.0,,,,,
52417,Silk,,Primary,18.0,Contract,Verbal,8.0,0.0,,Rural,Telangana,1.08,,,,605.0,No,,,,
52418,Leather Tannery,,Diploma,11.0,Contract,Contractor,8.0,0.0,,Urban,Maharashtra,1.25,469.0,2012.0,Strong,382.0,,,,,
52419,Silk,Semi-skilled,ITI,10.0,Permanent,Verbal,9.0,1.0,56.0,Rural,Assam,0.78,336.0,2012.0,Weak,308.0,No,446.0,138.0,Severe,Weak enforcement
52420,Leather Tannery,Skilled,Primary,4.0,Permanent,Contractor,8.0,0.0,95.0,Urban,Gujarat,1.12,589.0,2018.0,Medium,910.0,,973.0,63.0,Serious,Skill premium ignored
52421,Construction,Semi-skilled,,,Contract,Written,11.0,3.0,77.0,Urban,Tamil Nadu,1.15,543.0,2010.0,Weak,413.0,Yes,,,,
52422,Handloom Silk,Semi-skilled,None,2.0,Contract,Written,11.0,3.0,51.0,Rural,Bihar,0.82,520.0,2016.0,Strong,440.0,Yes,546.0,106.0,Serious,Skill premium ignored
52423,Handloom Silk,Unskilled,ITI,6.0,Permanent,Written,8.0,0.0,91.0,Rural,Gujarat,1.12,,,,505.0,Yes,,,,
52424,Handloom Silk,Unskilled,None,9.0,Contract,Daily,8.0,0.0,59.0,Rural,Assam,0.78,375.0,2013.0,Medium,336.0,No,454.0,118.0,Serious,Skill premium ignored
52425,Construction,Semi-skilled,,,Contract,Verbal,10.0,2.0,77.0,Rural,Madhya Pradesh,0.88,485.0,2015.0,Medium,564.0,No,,,,
52426,Leather,,,2.0,Contract,Contractor,8.0,0.0,,Urban,Gujarat,1.12,570.0,2016.0,Strong,401.0,,,,,
52427,Textile (Powerloom),Unskilled,ITI,11.0,Permanent,Daily,8.0,0.0,70.0,Rural,Bihar,0.82,,,,623.0,No,,,,
52428,Leather Tannery,Unskilled,,,Contract,Verbal,8.0,0.0,67.0,Urban,Gujarat,1.12,485.0,2012.0,Medium,485.0,No,,,,
52429,Handloom Silk,Unskilled,Diploma,12.0,Contract,Written,8.0,0.0,87.0,Rural,Assam,0.78,,,,444.0,Yes,,,,
52430,MSME Manufacturing,Skilled,ITI,17.0,Permanent,Contractor,8.0,0.0,82.0,Urban,Tamil Nadu,1.15,526.0,2013.0,Strong,776.0,,1046.0,270.0,Severe,Contractor loophole
52431,MSME Manufacturing,Semi-skilled,Secondary,4.0,Permanent,Verbal,9.0,1.0,92.0,Urban,Karnataka,1.1,334.0,2018.0,Medium,448.0,No,641.0,193.0,Severe,Outdated minimum wage
52432,Leather Tannery,Skilled,ITI,9.0,Permanent,Verbal,12.0,4.0,85.0,Rural,Maharashtra,1.25,328.0,2015.0,Weak,569.0,No,797.0,228.0,Severe,Contractor loophole
52433,Handloom Silk,Skilled,None,10.0,Permanent,Verbal,8.0,0.0,51.0,Rural,Bihar,0.82,585.0,2013.0,Weak,510.0,No,686.0,176.0,Severe,Informal labor exclusion
52434,MSME Manufacturing,Skilled,Primary,0.0,Permanent,Daily,8.0,0.0,87.0,Rural,Tamil Nadu,1.15,,,,291.0,No,,,,
52435,Leather,Skilled,,3.0,Contract,Verbal,9.0,1.0,60.0,Rural,West Bengal,1.05,,,,446.0,No,,,,
52436,MSME Manufacturing,Semi-skilled,Diploma,1.0,Permanent,Verbal,,,58.0,Rural,Uttar Pradesh,0.85,454.0,2019.0,Medium,301.0,No,514.0,213.0,Severe,Outdated minimum wage
52437,Handloom Silk,,Secondary,0.0,Contract,Daily,10.0,2.0,,Rural,Bihar,0.82,415.0,2019.0,Weak,483.0,No,,,,
52438,Leather,,Primary,20.0,Contract,Contractor,9.0,1.0,,Rural,Assam,0.78,395.0,2019.0,Medium,604.0,,,,,
52439,Handloom Silk,Semi-skilled,Primary,5.0,Permanent,Written,8.0,0.0,69.0,Rural,Madhya Pradesh,0.88,,,,402.0,Yes,,,,
52440,Construction,Semi-skilled,Primary,18.0,Contract,Daily,9.0,1.0,67.0,Rural,Tamil Nadu,1.15,,,,371.0,No,,,,
52441,Leather,Skilled,Primary,20.0,Permanent,Verbal,,,47.0,Rural,Madhya Pradesh,0.88,526.0,2020.0,Strong,677.0,No,765.0,88.0,Serious,Skill premium ignored
52442,Leather,Skilled,ITI,2.0,Permanent,Written,9.0,1.0,63.0,Rural,Assam,0.78,373.0,2012.0,Medium,399.0,Yes,443.0,44.0,Mild,Acceptable compliance
52443,Leather Tannery,Skilled,Secondary,7.0,Contract,Daily,8.0,0.0,56.0,Urban,Tamil Nadu,1.15,401.0,2013.0,Medium,546.0,No,727.0,181.0,Severe,Weak enforcement
52444,Leather Tannery,Semi-skilled,Secondary,20.0,Permanent,Contractor,11.0,3.0,47.0,Rural,Uttar Pradesh,0.85,,,,382.0,,,,,
52445,Leather Tannery,Skilled,Secondary,5.0,Contract,Daily,8.0,0.0,78.0,Rural,Uttar Pradesh,0.85,543.0,2015.0,Strong,495.0,No,679.0,184.0,Severe,Unpaid overtime
52446,Handloom Silk,Unskilled,Primary,14.0,Permanent,Verbal,10.0,2.0,93.0,Urban,Maharashtra,1.25,452.0,2012.0,Weak,663.0,No,972.0,309.0,Severe,Outdated minimum wage
52447,Leather,Unskilled,Primary,12.0,Permanent,Written,8.0,0.0,76.0,Urban,Telangana,1.08,543.0,2012.0,Strong,745.0,Yes,880.0,135.0,Severe,Outdated minimum wage
52448,Construction,Unskilled,,7.0,Contract,Written,11.0,3.0,45.0,Urban,Telangana,1.08,333.0,2010.0,Medium,375.0,Yes,532.0,157.0,Severe,Outdated minimum wage
52449,MSME Engineering,Semi-skilled,Primary,6.0,Permanent,Daily,11.0,3.0,88.0,Urban,Gujarat,1.12,310.0,2015.0,Weak,471.0,No,639.0,168.0,Severe,Unpaid overtime
52450,MSME Manufacturing,Semi-skilled,ITI,19.0,Contract,Verbal,10.0,2.0,54.0,Rural,Tamil Nadu,1.15,546.0,2018.0,Strong,663.0,No,999.0,336.0,Severe,Weak enforcement
52451,Leather Tannery,Semi-skilled,Primary,5.0,Permanent,Written,11.0,3.0,78.0,Rural,Bihar,0.82,,,,465.0,Yes,,,,
52452,MSME Engineering,Semi-skilled,Primary,8.0,Permanent,Verbal,8.0,0.0,64.0,Rural,Telangana,1.08,398.0,2018.0,Strong,541.0,No,681.0,140.0,Severe,Informal labor exclusion
52453,Textile (Powerloom),Unskilled,,6.0,Contract,Contractor,9.0,1.0,66.0,Rural,Maharashtra,1.25,,,,435.0,,,,,
52454,Leather,Semi-skilled,Secondary,9.0,Contract,Contractor,11.0,3.0,91.0,Rural,Assam,0.78,,,,583.0,,,,,
52455,Construction,Skilled,Secondary,18.0,Permanent,Verbal,10.0,2.0,46.0,Urban,Karnataka,1.1,513.0,2015.0,Weak,751.0,No,918.0,167.0,Severe,Weak enforcement
52456,Handloom Silk,Semi-skilled,ITI,20.0,Permanent,Verbal,,,68.0,Urban,Tamil Nadu,1.15,593.0,2013.0,Medium,630.0,No,1097.0,467.0,Severe,Contractor loophole
52457,Silk,Unskilled,Diploma,0.0,Permanent,Contractor,11.0,3.0,65.0,Rural,Tamil Nadu,1.15,,,,385.0,,,,,
52458,MSME Manufacturing,Unskilled,ITI,10.0,Contract,Verbal,12.0,4.0,88.0,Urban,Karnataka,1.1,327.0,2019.0,Weak,540.0,No,663.0,123.0,Severe,Unpaid overtime
52459,Textile (Powerloom),Skilled,Secondary,10.0,Contract,Written,11.0,3.0,54.0,Rural,Bihar,0.82,,,,457.0,Yes,,,,
52460,Construction,,Secondary,8.0,Contract,Written,8.0,0.0,,Rural,Gujarat,1.12,452.0,2015.0,Medium,373.0,Yes,,,,
52461,MSME Engineering,Skilled,Diploma,16.0,Contract,Verbal,10.0,2.0,77.0,Rural,Tamil Nadu,1.15,398.0,2015.0,Strong,484.0,No,876.0,392.0,Severe,Weak enforcement
52462,MSME Engineering,Skilled,,3.0,Contract,Contractor,9.0,1.0,88.0,Rural,Uttar Pradesh,0.85,578.0,2015.0,Weak,410.0,,708.0,298.0,Severe,Outdated minimum wage
52463,Leather,Semi-skilled,,4.0,Contract,Written,9.0,1.0,48.0,Urban,Maharashtra,1.25,528.0,2018.0,Weak,531.0,Yes,861.0,330.0,Severe,Weak enforcement
52464,Construction,Unskilled,Primary,0.0,Permanent,Written,11.0,3.0,50.0,Rural,Assam,0.78,494.0,2015.0,Strong,364.0,Yes,463.0,99.0,Serious,Skill premium ignored
52465,Leather,Skilled,None,0.0,Contract,Written,10.0,2.0,70.0,Rural,Assam,0.78,321.0,2012.0,Weak,316.0,Yes,398.0,82.0,Serious,Skill premium ignored
52466,Silk,Unskilled,Secondary,5.0,Permanent,Daily,9.0,1.0,72.0,Rural,Assam,0.78,,,,311.0,No,,,,
52467,Construction,Skilled,Secondary,1.0,Permanent,Daily,8.0,0.0,64.0,Rural,Bihar,0.82,,,,262.0,No,,,,
52468,Leather,Unskilled,None,,Contract,Daily,10.0,2.0,82.0,Rural,Telangana,1.08,302.0,2016.0,Weak,360.0,No,,,,
52469,Handloom Silk,Semi-skilled,Primary,6.0,Contract,Daily,8.0,0.0,53.0,Rural,Bihar,0.82,,,,400.0,No,,,,
52470,Textile (Powerloom),Unskilled,Diploma,4.0,Permanent,Written,11.0,3.0,50.0,Rural,Uttar Pradesh,0.85,596.0,2015.0,Weak,562.0,Yes,625.0,63.0,Serious,Skill premium ignored
52471,Leather,Skilled,,,Contract,Daily,11.0,3.0,67.0,Rural,Assam,0.78,,,,308.0,No,,,,
52472,Leather,Skilled,ITI,11.0,Contract,Daily,9.0,1.0,55.0,Rural,Telangana,1.08,315.0,2016.0,Medium,419.0,No,631.0,212.0,Severe,Weak enforcement
52473,Leather Tannery,Semi-skilled,None,,Permanent,Written,11.0,3.0,71.0,Urban,Telangana,1.08,567.0,2018.0,Strong,454.0,Yes,,,,
52474,Leather Tannery,Semi-skilled,,,Contract,Contractor,9.0,1.0,88.0,Urban,Maharashtra,1.25,415.0,2015.0,Medium,414.0,,,,,
52475,Leather Tannery,Semi-skilled,,10.0,Contract,Verbal,,,76.0,Urban,Tamil Nadu,1.15,433.0,2018.0,Medium,503.0,No,816.0,313.0,Severe,Outdated minimum wage
52476,Leather,Skilled,,,Contract,Contractor,8.0,0.0,94.0,Rural,Uttar Pradesh,0.85,333.0,2018.0,Strong,501.0,,,,,
52477,Handloom Silk,Unskilled,Primary,7.0,Permanent,Written,8.0,0.0,54.0,Rural,Tamil Nadu,1.15,,,,319.0,Yes,,,,
52478,Leather Tannery,Skilled,ITI,9.0,Permanent,Daily,8.0,0.0,88.0,Rural,West Bengal,1.05,430.0,2019.0,Strong,624.0,No,783.0,159.0,Severe,Weak enforcement
52479,Handloom Silk,,Primary,7.0,Contract,Written,8.0,0.0,,Rural,Gujarat,1.12,,,,540.0,Yes,,,,
52480,Handloom Silk,Skilled,Diploma,6.0,Contract,Verbal,,,83.0,Urban,Telangana,1.08,488.0,2013.0,Strong,746.0,No,825.0,79.0,Serious,Skill premium ignored
52481,Textile (Powerloom),Skilled,ITI,9.0,Permanent,Daily,9.0,1.0,57.0,Rural,West Bengal,1.05,,,,579.0,No,,,,
52482,MSME Engineering,Semi-skilled,Diploma,12.0,Permanent,Verbal,11.0,3.0,94.0,Rural,Uttar Pradesh,0.85,539.0,2012.0,Weak,641.0,No,741.0,100.0,Serious,Skill premium ignored
52483,MSME Manufacturing,Unskilled,ITI,15.0,Permanent,Contractor,11.0,3.0,73.0,Urban,Karnataka,1.1,588.0,2015.0,Medium,590.0,,972.0,382.0,Severe,Contractor loophole
52484,Construction,Unskilled,,7.0,Contract,Daily,11.0,3.0,89.0,Urban,West Bengal,1.05,567.0,2013.0,Strong,805.0,No,855.0,50.0,Mild,Acceptable compliance
52485,Textile (Powerloom),Unskilled,Primary,18.0,Contract,Daily,10.0,2.0,95.0,Urban,Maharashtra,1.25,530.0,2019.0,Medium,1010.0,No,1125.0,115.0,Serious,Skill premium ignored
52486,Leather Tannery,Unskilled,Secondary,8.0,Permanent,Written,11.0,3.0,90.0,Urban,Maharashtra,1.25,305.0,2012.0,Weak,546.0,Yes,706.0,160.0,Severe,Informal labor exclusion
52487,Handloom Silk,Skilled,Secondary,0.0,Permanent,Verbal,,,63.0,Rural,West Bengal,1.05,,,,,No,,,,
52488,Handloom Silk,Skilled,None,3.0,Permanent,Daily,10.0,2.0,61.0,Rural,Assam,0.78,556.0,2020.0,Medium,348.0,No,591.0,243.0,Severe,Unpaid overtime
52489,Leather,Semi-skilled,ITI,11.0,Permanent,Verbal,,,83.0,Urban,Maharashtra,1.25,391.0,2016.0,Medium,671.0,No,865.0,194.0,Severe,Outdated minimum wage
52490,Leather,Semi-skilled,Secondary,2.0,Contract,Contractor,11.0,3.0,86.0,Urban,West Bengal,1.05,387.0,2013.0,Weak,592.0,,634.0,42.0,Mild,Acceptable compliance
52491,Construction,Semi-skilled,Diploma,8.0,Contract,Written,9.0,1.0,63.0,Urban,Karnataka,1.1,549.0,2010.0,Medium,497.0,Yes,858.0,361.0,Severe,Contractor loophole
52492,MSME Manufacturing,Unskilled,None,0.0,Contract,Contractor,11.0,3.0,54.0,Rural,Assam,0.78,346.0,2019.0,Strong,257.0,,354.0,97.0,Serious,Skill premium ignored
52493,Textile (Powerloom),,None,6.0,Contract,Daily,11.0,3.0,,Urban,Karnataka,1.1,358.0,2015.0,Weak,562.0,No,,,,
52494,Handloom Silk,Skilled,None,5.0,Permanent,Daily,11.0,3.0,86.0,Urban,Maharashtra,1.25,413.0,2018.0,Weak,801.0,No,856.0,55.0,Serious,Skill premium ignored
52495,Leather Tannery,Unskilled,,,Contract,Written,11.0,3.0,75.0,Urban,Gujarat,1.12,309.0,2019.0,Weak,616.0,Yes,,,,
52496,MSME Engineering,Unskilled,ITI,3.0,Permanent,Contractor,11.0,3.0,48.0,Rural,Telangana,1.08,462.0,2010.0,Weak,429.0,,635.0,206.0,Severe,Weak enforcement
52497,MSME Engineering,Skilled,None,,Permanent,Verbal,11.0,3.0,66.0,Urban,West Bengal,1.05,467.0,2016.0,Medium,274.0,No,,,,
52498,Handloom Silk,Unskilled,,6.0,Contract,Verbal,,,61.0,Rural,Telangana,1.08,419.0,2020.0,Strong,589.0,No,649.0,60.0,Serious,Skill premium ignored
52499,Construction,Unskilled,Secondary,4.0,Permanent,Daily,10.0,2.0,66.0,Rural,Assam,0.78,437.0,2015.0,Medium,420.0,No,475.0,55.0,Serious,Skill premium ignored
52500,Silk,Semi-skilled,Primary,8.0,Contract,Daily,10.0,2.0,93.0,Rural,Madhya Pradesh,0.88,,,,550.0,No,,,,
52501,Leather Tannery,Unskilled,Secondary,9.0,Permanent,Contractor,8.0,0.0,90.0,Rural,Madhya Pradesh,0.88,368.0,2013.0,Medium,418.0,,561.0,143.0,Severe,Unpaid overtime
52502,Construction,Semi-skilled,Diploma,1.0,Permanent,Contractor,9.0,1.0,86.0,Rural,Assam,0.78,337.0,2018.0,Strong,245.0,,424.0,179.0,Severe,Outdated minimum wage
52503,MSME Manufacturing,Semi-skilled,ITI,15.0,Permanent,Daily,11.0,3.0,55.0,Rural,Tamil Nadu,1.15,472.0,2010.0,Medium,525.0,No,870.0,345.0,Severe,Weak enforcement
52504,Silk,Skilled,Diploma,2.0,Permanent,Written,9.0,1.0,92.0,Rural,Telangana,1.08,358.0,2012.0,Weak,559.0,Yes,660.0,101.0,Serious,Skill premium ignored
52505,Handloom Silk,Unskilled,ITI,18.0,Permanent,Verbal,,,67.0,Rural,Telangana,1.08,,,,,No,,,,
52506,Leather Tannery,Unskilled,Secondary,0.0,Contract,Contractor,9.0,1.0,70.0,Urban,West Bengal,1.05,591.0,2015.0,Medium,520.0,,767.0,247.0,Severe,Unpaid overtime
52507,Leather Tannery,Skilled,Primary,0.0,Contract,Contractor,9.0,1.0,91.0,Urban,West Bengal,1.05,483.0,2010.0,Weak,663.0,,750.0,87.0,Serious,Skill premium ignored
52508,Silk,Skilled,Primary,18.0,Contract,Daily,10.0,2.0,70.0,Rural,Gujarat,1.12,,,,280.0,No,,,,
52509,MSME Manufacturing,,Primary,10.0,Contract,Contractor,9.0,1.0,,Rural,Maharashtra,1.25,375.0,2020.0,Medium,643.0,,,,,
52510,MSME Engineering,Skilled,Primary,15.0,Permanent,Verbal,12.0,4.0,64.0,Urban,Telangana,1.08,487.0,2019.0,Strong,546.0,No,880.0,334.0,Severe,Unpaid overtime
52511,Handloom Silk,Skilled,Secondary,16.0,Permanent,Daily,9.0,1.0,55.0,Urban,Tamil Nadu,1.15,434.0,2012.0,Strong,732.0,No,867.0,135.0,Severe,Weak enforcement
52512,MSME Manufacturing,Skilled,ITI,5.0,Contract,Contractor,10.0,2.0,73.0,Rural,Telangana,1.08,496.0,2018.0,Medium,545.0,,801.0,256.0,Severe,Contractor loophole
52513,Construction,Unskilled,Diploma,18.0,Permanent,Verbal,9.0,1.0,75.0,Urban,Tamil Nadu,1.15,576.0,2018.0,Weak,593.0,No,1041.0,448.0,Severe,Weak enforcement
52514,Handloom Silk,Skilled,Diploma,15.0,Contract,Daily,8.0,0.0,66.0,Rural,Gujarat,1.12,307.0,2012.0,Strong,475.0,No,715.0,240.0,Severe,Contractor loophole
52515,Construction,Unskilled,None,5.0,Permanent,Contractor,11.0,3.0,64.0,Rural,West Bengal,1.05,,,,540.0,,,,,
52516,Leather,Skilled,ITI,5.0,Permanent,Verbal,9.0,1.0,82.0,Urban,Karnataka,1.1,393.0,2012.0,Strong,556.0,No,722.0,166.0,Severe,Weak enforcement
52517,MSME Engineering,Skilled,Secondary,1.0,Permanent,Verbal,,,74.0,Urban,Telangana,1.08,539.0,2012.0,Medium,758.0,No,806.0,48.0,Mild,Acceptable compliance
52518,Handloom Silk,Unskilled,,,Contract,Verbal,12.0,4.0,67.0,Rural,Tamil Nadu,1.15,443.0,2015.0,Strong,359.0,No,,,,
52519,Silk,,ITI,12.0,Contract,Verbal,,,,Urban,Gujarat,1.12,399.0,2010.0,Weak,,No,,,,
52520,Textile (Powerloom),Skilled,,2.0,Contract,Written,8.0,0.0,47.0,Rural,Maharashtra,1.25,360.0,2013.0,Medium,401.0,Yes,655.0,254.0,Severe,Outdated minimum wage
52521,Silk,Unskilled,Secondary,12.0,Contract,Written,11.0,3.0,50.0,Urban,Karnataka,1.1,422.0,2016.0,Medium,517.0,Yes,706.0,189.0,Severe,Informal labor exclusion
52522,Leather,Semi-skilled,Diploma,13.0,Permanent,Written,9.0,1.0,54.0,Urban,Telangana,1.08,402.0,2010.0,Strong,681.0,Yes,718.0,37.0,Mild,Acceptable compliance
52523,Handloom Silk,Skilled,Primary,16.0,Contract,Verbal,11.0,3.0,63.0,Rural,Karnataka,1.1,588.0,2020.0,Weak,688.0,No,1016.0,328.0,Severe,Unpaid overtime
52524,Textile (Powerloom),,,8.0,Contract,Verbal,11.0,3.0,,Rural,Assam,0.78,,,,573.0,No,,,,
52525,Leather Tannery,Semi-skilled,,,Contract,Contractor,10.0,2.0,45.0,Rural,Uttar Pradesh,0.85,472.0,2015.0,Medium,355.0,,,,,
52526,MSME Manufacturing,Skilled,Diploma,5.0,Permanent,Contractor,11.0,3.0,73.0,Rural,Telangana,1.08,568.0,2019.0,Medium,714.0,,879.0,165.0,Severe,Weak enforcement
52527,Textile (Powerloom),Semi-skilled,,,Contract,Daily,8.0,0.0,76.0,Urban,Gujarat,1.12,476.0,2015.0,Strong,253.0,No,,,,
52528,Construction,Semi-skilled,Primary,7.0,Permanent,Contractor,8.0,0.0,88.0,Rural,Assam,0.78,445.0,2019.0,Medium,451.0,,558.0,107.0,Serious,Skill premium ignored
52529,Handloom Silk,Skilled,Primary,2.0,Permanent,Contractor,11.0,3.0,95.0,Rural,Maharashtra,1.25,330.0,2015.0,Strong,638.0,,737.0,99.0,Serious,Skill premium ignored
52530,MSME Engineering,Unskilled,None,4.0,Permanent,Written,8.0,0.0,88.0,Rural,Assam,0.78,,,,490.0,Yes,,,,
52531,Textile (Powerloom),Semi-skilled,None,7.0,Contract,Daily,10.0,2.0,82.0,Rural,Assam,0.78,,,,402.0,No,,,,
52532,MSME Manufacturing,Semi-skilled,,6.0,Contract,Verbal,,,72.0,Urban,Maharashtra,1.25,576.0,2019.0,Weak,815.0,No,1006.0,191.0,Severe,Unpaid overtime
52533,Silk,Semi-skilled,Secondary,7.0,Permanent,Contractor,10.0,2.0,49.0,Urban,Karnataka,1.1,511.0,2012.0,Strong,562.0,,774.0,212.0,Severe,Outdated minimum wage
52534,MSME Manufacturing,Semi-skilled,Diploma,1.0,Permanent,Written,9.0,1.0,91.0,Urban,Telangana,1.08,305.0,2018.0,Strong,463.0,Yes,563.0,100.0,Serious,Skill premium ignored
52535,Construction,Unskilled,ITI,13.0,Permanent,Contractor,9.0,1.0,66.0,Urban,West Bengal,1.05,534.0,2010.0,Weak,563.0,,835.0,272.0,Severe,Informal labor exclusion
52536,MSME Engineering,Unskilled,Diploma,16.0,Permanent,Written,11.0,3.0,48.0,Rural,Assam,0.78,,,,643.0,Yes,,,,
52537,MSME Manufacturing,,,3.0,Contract,Daily,10.0,2.0,,Urban,Tamil Nadu,1.15,455.0,2018.0,Weak,567.0,No,,,,
52538,MSME Engineering,,None,9.0,Contract,Contractor,9.0,1.0,,Rural,Madhya Pradesh,0.88,,,,315.0,,,,,
52539,Leather Tannery,,,7.0,Contract,Contractor,10.0,2.0,,Urban,West Bengal,1.05,507.0,2013.0,Strong,440.0,,,,,
52540,Leather Tannery,Unskilled,Diploma,11.0,Permanent,Written,8.0,0.0,77.0,Urban,Maharashtra,1.25,491.0,2019.0,Strong,724.0,Yes,943.0,219.0,Severe,Informal labor exclusion
52541,Leather Tannery,Unskilled,ITI,10.0,Contract,Verbal,9.0,1.0,47.0,Rural,Uttar Pradesh,0.85,,,,650.0,No,,,,
52542,Handloom Silk,Skilled,Primary,6.0,Permanent,Verbal,9.0,1.0,65.0,Rural,Telangana,1.08,,,,397.0,No,,,,
52543,Textile (Powerloom),Unskilled,ITI,18.0,Permanent,Contractor,11.0,3.0,53.0,Urban,Karnataka,1.1,534.0,2020.0,Strong,649.0,,902.0,253.0,Severe,Outdated minimum wage
52544,Leather,Skilled,Diploma,12.0,Contract,Daily,10.0,2.0,47.0,Rural,Gujarat,1.12,371.0,2018.0,Medium,506.0,No,711.0,205.0,Severe,Informal labor exclusion
52545,Construction,,Diploma,2.0,Contract,Written,9.0,1.0,,Rural,Gujarat,1.12,363.0,2018.0,Strong,460.0,Yes,,,,
52546,MSME Manufacturing,Skilled,Secondary,8.0,Permanent,Verbal,,,78.0,Urban,Telangana,1.08,531.0,2010.0,Strong,668.0,No,882.0,214.0,Severe,Outdated minimum wage
52547,Leather Tannery,Unskilled,ITI,11.0,Contract,Verbal,12.0,4.0,53.0,Urban,Telangana,1.08,405.0,2018.0,Strong,445.0,No,670.0,225.0,Severe,Informal labor exclusion
52548,MSME Manufacturing,Semi-skilled,Primary,16.0,Permanent,Contractor,9.0,1.0,57.0,Rural,Tamil Nadu,1.15,355.0,2016.0,Strong,466.0,,752.0,286.0,Severe,Unpaid overtime
52549,MSME Manufacturing,Unskilled,ITI,12.0,Permanent,Verbal,10.0,2.0,66.0,Rural,Bihar,0.82,391.0,2010.0,Strong,415.0,No,527.0,112.0,Serious,Skill premium ignored
